Complaint ID,Customer ID,Product/Service,Complaint Category,Date Filed,Date Resolved,Status,Resolution Time (Days)
940511,61884,Home Security System,Product Quality,2023-12-01,Unresolved,Unresolved,0.0
712724,16930,Mobile Banking App,Billing,2024-05-12,2024-06-01 00:00:00,Resolved,20.0
544570,31682,Customer Support Service,Service,2023-11-13,2023-12-04 00:00:00,Resolved,21.0
934380,14115,Weight Loss Program,Service,2024-04-02,2024-04-10 00:00:00,Resolved,8.0
569755,85795,Cloud Storage,Product Quality,2024-03-27,2024-04-12 00:00:00,Resolved,16.0
962695,84552,Weight Loss Program,Technical Support,2024-04-28,Unresolved,Unresolved,0.0
419029,53598,Customer Support Service,Service,2023-08-31,2023-09-05 00:00:00,Resolved,5.0
820615,91761,Fitness Tracker,Delivery,2023-09-30,2023-10-01 00:00:00,Resolved,1.0
564112,74656,Weight Loss Program,Billing,2023-11-04,2023-11-19 00:00:00,Resolved,15.0
992486,70755,Customer Support Service,Billing,2023-09-27,2023-10-27 00:00:00,Resolved,30.0
457466,14366,Mobile Banking App,Technical Support,2024-07-19,2024-08-01 00:00:00,Resolved,13.0
142691,42209,Weight Loss Program,Technical Support,2024-05-12,Unresolved,Unresolved,0.0
902175,15204,Mobile Banking App,Service,2024-08-18,2024-08-25 00:00:00,Resolved,7.0
967468,49420,Drone Delivery Service,Technical Support,2023-12-05,2023-12-29 00:00:00,Resolved,24.0
595876,58405,Digital Scale,Product Quality,2023-09-12,Unresolved,Unresolved,0.0
271007,18784,Insurance Plan,Delivery,2024-07-13,Unresolved,Unresolved,0.0
725472,89827,Weight Loss Program,Service,2024-08-26,2024-08-27 00:00:00,Resolved,1.0
962670,51612,Mobile Banking App,Billing,2023-09-16,2023-09-27 00:00:00,Resolved,11.0
275614,12549,Home Security System,Billing,2024-02-27,2024-03-23 00:00:00,Resolved,25.0
325498,18185,Fitness Tracker,Product Quality,2023-11-04,2023-11-22 00:00:00,Resolved,18.0
713468,70546,Insurance Plan,Delivery,2024-07-05,2024-07-21 00:00:00,Resolved,16.0
148527,86260,Fitness Tracker,Service,2024-01-13,Unresolved,Unresolved,0.0
290977,60012,Drone Delivery Service,Billing,2023-10-07,2023-11-05 00:00:00,Resolved,29.0
277322,78904,Cloud Storage,Service,2024-05-14,Unresolved,Unresolved,0.0
260520,74835,Insurance Plan,Product Quality,2024-06-07,2024-06-12 00:00:00,Resolved,5.0
684058,77385,Insurance Plan,Service,2024-04-20,2024-04-26 00:00:00,Resolved,6.0
491629,26652,Weight Loss Program,Billing,2024-03-10,2024-03-18 00:00:00,Resolved,8.0
305141,46631,Mobile Banking App,Billing,2023-09-18,2023-09-27 00:00:00,Resolved,9.0
513529,66497,Personal Safe,Technical Support,2024-05-15,2024-05-22 00:00:00,Resolved,7.0
565807,59220,Personal Safe,Product Quality,2024-04-12,2024-05-12 00:00:00,Resolved,30.0
458229,92850,Digital Scale,Product Quality,2024-04-18,2024-05-09 00:00:00,Resolved,21.0
385200,85881,Insurance Plan,Billing,2024-08-13,Unresolved,Unresolved,0.0
841515,91592,Insurance Plan,Service,2024-08-20,2024-09-11 00:00:00,Resolved,22.0
781645,33200,Mobile Banking App,Service,2023-10-28,2023-11-02 00:00:00,Resolved,5.0
821464,18330,Cloud Storage,Product Quality,2024-03-24,Unresolved,Unresolved,0.0
269535,10178,Fitness Tracker,Service,2023-12-28,2023-12-31 00:00:00,Resolved,3.0
443941,11888,Weight Loss Program,Billing,2024-03-07,2024-03-16 00:00:00,Resolved,9.0
226074,65656,Cloud Storage,Delivery,2024-03-12,2024-03-19 00:00:00,Resolved,7.0
471702,24920,Customer Support Service,Service,2023-10-22,2023-10-28 00:00:00,Resolved,6.0
905099,81307,Personal Safe,Delivery,2023-12-30,Unresolved,Unresolved,0.0
444109,15680,Home Security System,Product Quality,2024-07-13,2024-08-07 00:00:00,Resolved,25.0
757789,52622,Digital Scale,Technical Support,2024-05-28,2024-06-21 00:00:00,Resolved,24.0
220619,30702,Weight Loss Program,Service,2024-06-07,2024-06-11 00:00:00,Resolved,4.0
267146,29865,Personal Safe,Product Quality,2024-05-20,2024-06-02 00:00:00,Resolved,13.0
160346,47105,Customer Support Service,Product Quality,2024-04-23,2024-05-13 00:00:00,Resolved,20.0
790564,29216,Fitness Tracker,Product Quality,2024-01-26,Unresolved,Unresolved,0.0
489898,83016,Customer Support Service,Product Quality,2024-08-04,2024-08-22 00:00:00,Resolved,18.0
681949,62682,Insurance Plan,Service,2023-10-19,2023-11-10 00:00:00,Resolved,22.0
324440,61658,Fitness Tracker,Service,2024-04-24,2024-05-17 00:00:00,Resolved,23.0
410611,92668,Personal Safe,Billing,2023-11-17,2023-12-02 00:00:00,Resolved,15.0
990508,30665,Customer Support Service,Technical Support,2024-03-09,2024-03-30 00:00:00,Resolved,21.0
325844,95983,Fitness Tracker,Product Quality,2024-01-11,Unresolved,Unresolved,0.0
631712,95282,Customer Support Service,Product Quality,2024-01-04,2024-01-10 00:00:00,Resolved,6.0
999689,66595,Mobile Banking App,Billing,2024-07-20,2024-08-02 00:00:00,Resolved,13.0
651883,12420,Digital Scale,Delivery,2024-01-22,2024-02-12 00:00:00,Resolved,21.0
975761,61307,Home Security System,Billing,2024-06-11,2024-06-14 00:00:00,Resolved,3.0
627261,67624,Fitness Tracker,Technical Support,2023-12-30,2024-01-29 00:00:00,Resolved,30.0
965081,38343,Fitness Tracker,Delivery,2023-10-04,2023-10-22 00:00:00,Resolved,18.0
437435,33280,Insurance Plan,Billing,2024-03-29,Unresolved,Unresolved,0.0
288540,96561,Fitness Tracker,Billing,2024-02-15,2024-02-28 00:00:00,Resolved,13.0
288802,52696,Fitness Tracker,Service,2023-10-31,Unresolved,Unresolved,0.0
444882,21782,Customer Support Service,Service,2024-01-06,2024-01-24 00:00:00,Resolved,18.0
220920,96458,Home Security System,Product Quality,2023-09-16,Unresolved,Unresolved,0.0
990643,36753,Personal Safe,Service,2024-06-10,2024-06-28 00:00:00,Resolved,18.0
529855,33090,Home Security System,Product Quality,2023-12-08,Unresolved,Unresolved,0.0
103490,82861,Fitness Tracker,Billing,2024-04-22,2024-04-26 00:00:00,Resolved,4.0
859015,59318,Home Security System,Product Quality,2024-07-12,2024-07-16 00:00:00,Resolved,4.0
315186,88567,Cloud Storage,Service,2024-02-15,2024-02-17 00:00:00,Resolved,2.0
262822,21741,Weight Loss Program,Service,2024-06-28,2024-07-16 00:00:00,Resolved,18.0
929454,23214,Mobile Banking App,Technical Support,2024-02-24,2024-02-26 00:00:00,Resolved,2.0
545827,25134,Drone Delivery Service,Product Quality,2024-01-06,2024-01-26 00:00:00,Resolved,20.0
848191,14531,Insurance Plan,Technical Support,2023-10-12,Unresolved,Unresolved,0.0
167262,84588,Drone Delivery Service,Service,2024-06-13,Unresolved,Unresolved,0.0
193220,42544,Customer Support Service,Service,2023-09-08,2023-10-04 00:00:00,Resolved,26.0
811013,44928,Drone Delivery Service,Service,2024-03-09,2024-03-16 00:00:00,Resolved,7.0
164441,59374,Personal Safe,Delivery,2023-10-09,2023-10-24 00:00:00,Resolved,15.0
239612,35783,Fitness Tracker,Delivery,2024-01-02,2024-01-29 00:00:00,Resolved,27.0
110662,80074,Drone Delivery Service,Service,2024-07-17,2024-08-04 00:00:00,Resolved,18.0
229659,13168,Home Security System,Technical Support,2024-02-28,2024-03-12 00:00:00,Resolved,13.0
567083,25020,Cloud Storage,Service,2024-04-02,2024-04-10 00:00:00,Resolved,8.0
944258,35358,Mobile Banking App,Technical Support,2023-11-14,2023-11-27 00:00:00,Resolved,13.0
634248,59214,Insurance Plan,Technical Support,2024-08-07,2024-09-03 00:00:00,Resolved,27.0
404895,53433,Digital Scale,Technical Support,2024-01-18,2024-01-28 00:00:00,Resolved,10.0
292947,78340,Customer Support Service,Billing,2024-02-08,Unresolved,Unresolved,0.0
359986,41152,Drone Delivery Service,Delivery,2024-07-18,Unresolved,Unresolved,0.0
177708,94631,Home Security System,Product Quality,2023-11-24,2023-12-17 00:00:00,Resolved,23.0
319197,95335,Fitness Tracker,Technical Support,2023-12-18,Unresolved,Unresolved,0.0
258488,94681,Cloud Storage,Billing,2023-11-21,2023-12-02 00:00:00,Resolved,11.0
423899,82340,Home Security System,Service,2023-11-06,2023-11-19 00:00:00,Resolved,13.0
404131,61462,Digital Scale,Product Quality,2024-08-07,2024-08-31 00:00:00,Resolved,24.0
454397,68387,Personal Safe,Service,2024-07-08,2024-07-18 00:00:00,Resolved,10.0
563050,65491,Digital Scale,Delivery,2023-12-18,2024-01-11 00:00:00,Resolved,24.0
332638,98056,Weight Loss Program,Billing,2024-03-07,2024-03-17 00:00:00,Resolved,10.0
761773,51168,Mobile Banking App,Product Quality,2024-07-25,2024-08-10 00:00:00,Resolved,16.0
745638,49499,Fitness Tracker,Service,2024-07-06,2024-07-11 00:00:00,Resolved,5.0
862699,93524,Weight Loss Program,Delivery,2024-03-22,2024-04-19 00:00:00,Resolved,28.0
836143,51827,Fitness Tracker,Product Quality,2024-05-24,2024-05-25 00:00:00,Resolved,1.0
137336,25116,Fitness Tracker,Service,2023-10-19,Unresolved,Unresolved,0.0
166161,34224,Personal Safe,Billing,2023-10-04,Unresolved,Unresolved,0.0
456848,52222,Mobile Banking App,Technical Support,2023-09-21,2023-10-13 00:00:00,Resolved,22.0
262882,66963,Home Security System,Service,2024-05-15,2024-06-09 00:00:00,Resolved,25.0
724811,23041,Fitness Tracker,Delivery,2024-05-31,2024-06-28 00:00:00,Resolved,28.0
242915,96571,Home Security System,Technical Support,2024-03-26,2024-04-01 00:00:00,Resolved,6.0
579434,36484,Home Security System,Product Quality,2023-09-13,2023-09-16 00:00:00,Resolved,3.0
776381,87956,Digital Scale,Service,2024-04-29,2024-05-04 00:00:00,Resolved,5.0
861920,61749,Home Security System,Delivery,2024-05-18,2024-05-28 00:00:00,Resolved,10.0
412208,86468,Digital Scale,Technical Support,2023-11-14,2023-11-18 00:00:00,Resolved,4.0
846539,12865,Cloud Storage,Billing,2024-07-23,2024-07-25 00:00:00,Resolved,2.0
